trial_nr	array_nr	stim_nr	x	y
5.0	1	1	-2.105751022319033	-1.2438842179223313
5.0	1	2	-4.21833246978262	-1.093585331849285
5.0	1	3	0.5526517767849535	1.993285494982347
5.0	1	4	-1.690696971330867	-2.3600403154157843
5.0	1	5	0.29106457565011307	-2.723257053403043
5.0	1	6	0.6001921414389825	3.506753780002828
5.0	2	1	0.24387378965430584	4.848106201812064
5.0	2	2	-0.8490396132707636	-1.586356967970642
5.0	2	3	-2.3521177580161727	-1.5311084750036024
5.0	2	4	-2.982703511858709	1.0805241444833675
5.0	2	5	2.6884242871807076	1.5043229244153995
5.0	2	6	-1.7945102681831508	-0.6249231113587322
5.0	2	7	-3.6842496400066613	1.0458548103775551
5.0	2	8	-1.114251823861376	-4.508098062072823
5.0	2	9	-0.9252511745278907	-0.3182411011693782
5.0	2	10	0.5636575617462711	-0.3632970198547241
5.0	2	11	-2.010872784616634	0.9355892219867076
5.0	2	12	-0.6708117571479113	-0.9572526672808653
5.0	2	13	0.8403416465510202	-1.1723965281390418
5.0	2	14	1.9341400452801725	1.688266792139501
6.0	1	1	-0.40857582358253575	-1.6759605671904925
6.0	1	2	-0.5135282103955947	-0.08712223694812123
6.0	1	3	0.019896210680935052	-2.2861607610238766
6.0	1	4	-3.307844118548311	-0.6402981983172708
6.0	1	5	-0.6549650699643055	-0.8858265355096872
6.0	1	6	-1.2285078798850515	-2.7697687022572826
6.0	1	7	0.8655182483852351	-1.190359588693384
6.0	1	8	0.2227962811968387	0.5818366719484416
6.0	1	9	-2.5389282132588624	3.317536838142516
6.0	1	10	-0.1877422040377873	-3.5302807758343353
6.0	1	11	1.961624664126655	-2.42871138835467
6.0	1	12	0.9479282471433353	1.983526938698296
6.0	2	1	-1.8706993080242216	-0.6608473249418195
6.0	2	2	1.7212765981428415	-3.4790843083012164
6.0	2	3	2.757474773296136	-3.062069243812055
6.0	2	4	-1.8582248114627125	1.2175934043967092
6.0	2	5	0.469481400084672	3.478187060295731
6.0	2	6	0.23234875904365643	0.6803609237664113
6.0	2	7	-2.3029151380656723	-1.190160505244833
6.0	2	8	1.4651451860328675	4.470551474943584
6.0	2	9	2.165693277761204	0.5806184112171021
6.0	2	10	4.425253528507835	1.1126060092772012
6.0	2	11	-1.3963773203752483	-0.08548840865198969
6.0	2	12	-0.6913794464699171	2.1505631669668457
6.0	2	13	0.5463366049079823	1.3292816930568034
6.0	2	14	3.5034751283284935	1.1435049682646328
6.0	2	15	-0.8678121015183577	-1.7626538880552154
6.0	2	16	2.3735481883233214	-0.574855988957504
6.0	2	17	0.7302552831006882	-0.4829067493914928
6.0	2	18	-0.25046644730898626	-1.34246952906826
6.0	2	19	1.6487637270595539	-0.6823049761925656
6.0	2	20	-0.7668492712769225	-0.048212808433238837
6.0	2	21	1.8112417313683735	-4.355554633433008
6.0	2	22	-5.466585747082308e-05	-0.08127987620089354
6.0	2	23	4.697423594017271	0.46568289798856094
6.0	2	24	-0.7818938263290042	1.503490425937852
6.0	2	25	-3.2381458653171076	-3.1774780200842803
6.0	2	26	-1.1487946334054173	4.77677232986214
6.0	2	27	0.06634189731319463	-2.469346309489689
6.0	2	28	1.0835268538381864	0.4713360645735662
7.0	1	1	-2.2204375008392905	-1.9346977131005325
7.0	1	2	-4.351920579149687	1.5588368635297225
7.0	1	3	-1.6024294483469437	2.9472020013329567
7.0	1	4	-1.0743121303263623	-1.042691287296967
7.0	2	1	-1.3063454210811123	-3.115268936751152
7.0	2	2	0.5968367983738283	1.1539864314118817
7.0	2	3	0.6663047591631248	-1.164737328756166
7.0	2	4	0.0022042637555095327	0.012875523132627836
7.0	2	5	2.254395378475038	4.280448361700341
7.0	2	6	0.30617475304184166	-3.3903813493893273
7.0	2	7	-1.0234343351076463	0.5708092152752076
7.0	2	8	-3.8303811054357007	1.3296569191562144
7.0	2	9	-1.7700432345634525	-2.2051161263221792
7.0	2	10	-4.0182291033091895	2.1356584909449645
7.0	2	11	1.7092730753589296	-0.8779731578888713
7.0	2	12	-4.5930785058776555	-1.7405429824648333
7.0	2	13	-0.6856104315903028	4.784097195462664
7.0	2	14	3.0178311941725298	-3.2329982219885003
7.0	2	15	-2.3389212363073546	-3.2628492947380097
7.0	2	16	0.8560463169420274	-0.16444777721889883
7.0	2	17	1.0246046836841436	-4.374133852514418
7.0	2	18	2.621285589754688	0.6367124524169461
7.0	2	19	1.170966251567383	0.3645448153345806
7.0	2	20	0.45228430542660053	3.5916874470158957
8.0	1	1	-0.8157007815612098	0.8527207223461029
8.0	1	2	1.0680377616828605	3.47772801146294
8.0	1	3	-1.3198592276773877	-0.9802777107964107
8.0	1	4	2.0733983839256065	-1.7492659081350634
8.0	1	5	-1.710765858959813	4.008911290050464
8.0	1	6	2.700464894163318	3.4537944752280185
8.0	1	7	-0.5683729424538706	0.1702609785939616
8.0	1	8	-1.1427331102138378	-2.545491296134845
8.0	1	9	0.2709802453380889	0.1503788185637982
8.0	2	1	0.6436950017536038	-3.118471971631532
8.0	2	2	-1.1267706906428179	-4.258080307339692
8.0	2	3	-4.524456544569005	1.0397233936715373
8.0	2	4	4.2115068558255855	-2.17116624150971
8.0	2	5	-3.02619287509705	1.322062154967603
8.0	2	6	-0.5014110283209201	-1.0491125686350093
8.0	2	7	-3.3548201781909164	-3.5967830196147226
8.0	2	8	-0.13742398042058102	0.18926122308500576
8.0	2	9	-2.3204447941420723	-1.2871933919456169
8.0	2	10	-3.082611578917091	-2.3175585340891316
8.0	2	11	1.1622802336164628	0.4384008849600539
8.0	2	12	3.144817048765292	-0.9438257112819318
8.0	2	13	-0.5289892216640728	-2.1759880655200283
8.0	2	14	-1.4986314551531184	0.03805407247690474
8.0	2	15	0.6741366362851334	4.824741379970483
8.0	2	16	-3.595761894838287	3.3241695734856345
8.0	2	17	2.519688299527476	0.566858509669437
8.0	2	18	-1.9403027432375657	-2.2864465223470978
8.0	2	19	1.043562204780368	-2.3492081114146584
8.0	2	20	0.49709321910495946	-0.397545456620847
8.0	2	21	-0.9124096532411697	0.8182788478881218
8.0	2	22	1.3550685644309037	-0.5266157786631621
8.0	2	23	0.18591730373425605	0.8245248598154633
8.0	2	24	1.4587437826866023	1.1613541335115418
8.0	2	25	1.683616502252814	-1.911471275056026
8.0	2	26	-2.9413406486617872	-1.6795752641683
8.0	2	27	-0.5303398939174515	2.276917714724516
8.0	2	28	-2.1006838870690556	-0.6471892805236121
9.0	1	1	-0.479452489439455	-2.519086506940134
9.0	1	2	2.7496733549173915	1.2734770752195654
9.0	1	3	-2.942812486687237	0.6239431629314477
9.0	2	1	-2.3216749811246924	-0.4199681001946961
9.0	2	2	3.3692737945325173	-2.914350431347373
9.0	2	3	-1.6060101805224245	-1.5967032242158175
9.0	2	4	1.7823686116016872	-0.47235012318890135
9.0	2	5	-2.366008117896682	-2.250010876519881
9.0	2	6	2.3186271611920146	-3.1761198639739945
9.0	2	7	1.5171602789281549	1.131880735796819
9.0	2	8	1.8818997999057603	0.27714517741681044
9.0	2	9	0.9967573789537564	2.133389425268187
9.0	2	10	4.426755627019017	1.7107695947703379
9.0	2	11	0.8566218264741435	-1.1860526287220698
9.0	2	12	-0.0649434885072673	-0.0963889122299406
9.0	2	13	0.07139425090099487	1.5497437909379987
9.0	2	14	-0.9741246266998712	1.555272044235488
10.0	1	1	0.3465351696893082	0.23050651628831245
10.0	1	2	-1.736433171237436	0.14082098942495633
10.0	1	3	-1.0882771919412242	0.8591483491946668
10.0	1	4	4.249899899404348	-1.834292814335629
10.0	1	5	1.0458881374656814	4.772614300599917
10.0	1	6	-0.3756057553713381	-3.0768920102009827
10.0	1	7	4.934301447039024	-0.2885254263957947
10.0	1	8	-0.3197692961908293	1.155999364297153
10.0	1	9	2.7323694357687356	0.06101245004132652
10.0	1	10	1.8714592630377795	1.7893974412846771
10.0	1	11	2.1812842970786646	-2.0171934496629005
10.0	1	12	-4.7901520490237335	-0.39079930394363377
10.0	1	13	-0.48980146185304746	3.1258990588189115
10.0	1	14	0.2671383549056521	-1.7016919705902094
10.0	1	15	-3.6904316737210587	1.3740414000790813
10.0	1	16	-0.2630416459381959	-1.116967444578335
10.0	1	17	-1.021565326368631	-0.3727365134751136
10.0	1	18	-0.44731904463465016	0.46119521479189235
10.0	1	19	0.6049684468682993	2.6101433071599907
10.0	1	20	-1.675965147055125	1.6023135638233512
10.0	1	21	3.9277819784700547	-0.2979960027237772
10.0	1	22	-3.174632424623673	2.4195158159668315
10.0	2	1	3.3569861448880323	1.3632162837803923
10.0	2	2	0.1512487280895318	-0.5245211747499898
10.0	2	3	4.585250055091445	0.6263370931626967
10.0	2	4	-3.6176719993838606	0.9229133985086221
10.0	2	5	0.9323930789695913	3.964314665948527
10.0	2	6	0.7014473257041072	-0.17874820100171557
10.0	2	7	2.0323410539329	0.14085397902517055
10.0	2	8	-4.528783053748891	-1.6690148538190317
10.0	2	9	-1.0113447636980544	-3.1052087998491564
10.0	2	10	1.831390505959182	-3.072814684384313
10.0	2	11	1.0831467490167577	2.698668406889312
10.0	2	12	-0.7286550324893009	0.4133513475404185
10.0	2	13	2.5433428780848746	-2.6668230200734877
10.0	2	14	-1.5282555008578476	-4.033761919974493
10.0	2	15	-2.3090698789470228	-0.9533671783662901
10.0	2	16	2.0726822657458124	1.6197239951580742
10.0	2	17	-1.908412272864439	-1.9124747601206848
10.0	2	18	3.283332137409185	-1.2277414196599197
10.0	2	19	0.8482936948987737	-3.0254895947671097
10.0	2	20	-0.38932410415304836	-0.9020917232554058
10.0	2	21	0.6314947783998831	-0.9401314357733226
10.0	2	22	0.022607096879905083	0.21871383976300057
10.0	2	23	-2.957814196510012	-3.156638906423761
10.0	2	24	-0.6004360980304441	4.908465855974104
10.0	2	25	-0.7121050953449667	-0.2816764662760788
10.0	2	26	4.024457914237239	0.17761230098535785
10.0	2	27	0.18942096444812312	3.018860265578558
10.0	2	28	-0.08725565361123562	1.6303989019080953
11.0	1	1	0.554108792880568	-0.2043960509416144
11.0	1	2	-1.3338223365508741	-3.086669652574762
11.0	1	3	0.706061255188106	-2.4695395064938186
11.0	1	4	-1.036572037873959	0.31629244714997246
11.0	1	5	-0.8339983778603179	-0.6716038623851953
11.0	1	6	-0.08334859605173094	-3.8312885191029737
11.0	1	7	3.0057473680522686	0.7429151976659759
11.0	1	8	-0.29033115384748137	-0.969685585719878
11.0	1	9	-0.022571996406888884	0.02030992939283125
11.0	1	10	1.8084377218205652	-0.6257611464105397
11.0	2	1	3.172107647319343	2.498310582048414
11.0	2	2	-2.7656191530885064	-3.783513553966613
11.0	2	3	0.8196093028204712	-1.5480408456179766
11.0	2	4	2.780028279167564	0.0219345951565737
12.0	1	1	-0.26274325078114624	1.848222824077162
12.0	1	2	-1.7337856402008123	-0.007224389672849053
12.0	1	3	-4.013068409479603	2.3570597864706366
12.0	1	4	-0.049575086334760474	0.7619639224072542
12.0	1	5	-1.7837321038648417	-3.905890568314653
12.0	1	6	-2.7955934107528235	-0.8547539991911601
12.0	1	7	-2.1249386198086273	1.6236840126040082
12.0	2	1	-1.3164726030053355	1.8143230673655586
12.0	2	2	-0.01585022790492462	0.24051206428539706
12.0	2	3	1.8415308267760178	-3.576205302498567
13.0	1	1	2.9639064087245584	0.2668569750456233
13.0	1	2	-0.11482693932522234	0.46575185295298277
13.0	1	3	-3.379900559425795	1.8487151876153973
13.0	1	4	-1.3255611783765797	4.696456574544413
13.0	1	5	1.9311985409474623	-4.343529479589357
13.0	1	6	-1.9132891913345154	0.47845693833658914
13.0	1	7	1.6214333132434173	-3.537555076348418
13.0	1	8	-1.741573930932874	2.931383778987943
13.0	1	9	1.3340581367484385	1.885789531573147
13.0	1	10	0.8585952391526571	1.0194617477629997
13.0	1	11	3.426857690891757	-2.2208921462097924
13.0	1	12	0.7463047164071632	4.505578802417001
13.0	1	13	-3.6419018352633015	0.31930660471786476
13.0	1	14	1.4114809297984667	3.5916123486624265
13.0	2	1	-0.8903938554960935	-3.929053642717852
13.0	2	2	-0.21753211675860815	3.1493596561689157
13.0	2	3	-2.045676716167708	3.8523965844439303
13.0	2	4	3.4722210980820107	-0.24290807001830356
13.0	2	5	-0.5078536097475953	2.1079416257160255
13.0	2	6	-0.02959347837510898	0.6223090509479785
14.0	1	1	-2.5261914746070726	0.7250724064461265
14.0	1	2	2.8617699878107277	2.9629113148018673
14.0	1	3	1.4486110842101698	1.420923509226378
14.0	1	4	-1.684118872377233	-1.6615538593336319
14.0	1	5	-1.0464871027849645	-1.0410766192543834
14.0	1	6	-0.8112980108286669	0.15157456067382225
14.0	1	7	0.2474576393772448	0.06290683755465522
14.0	1	8	4.40431537522048	2.0684976846145635
14.0	1	9	1.2136169463461934	-1.3545625420122498
14.0	1	10	-3.9460648699205816	-1.1000527470199246
14.0	1	11	-2.578779168905603	-1.8298983093609393
14.0	1	12	-4.123691973254831	1.7436430821890159
14.0	1	13	-0.28262923091036074	-3.423585570157756
14.0	1	14	0.4148730231135731	-0.5539783426337288
14.0	1	15	-0.3543329575282863	-0.418408712073459
14.0	1	16	-1.5103466646668777	-0.3110635909900624
14.0	1	17	0.11902278255655883	-1.7860048186171469
14.0	1	18	0.2970491643953872	-4.370429324401338
14.0	1	19	0.4318587035425036	-3.527377991371148
14.0	1	20	-0.009670420841822937	0.7944576573479383
14.0	2	1	0.3901625296221354	-0.11632964442844676
14.0	2	2	3.5653810589160075	-1.8863763002599017
14.0	2	3	-0.32984844033998456	-4.2155889541244305
14.0	2	4	0.054765261675087544	0.4053169715619359
15.0	1	1	-0.11762106992345848	-0.192565282821567
15.0	1	2	-1.4800119464091839	-0.15442907392320893
15.0	1	3	-1.5799190965134429	-1.7197080348685965
15.0	1	4	-0.4747316095927171	0.6484164961150669
15.0	1	5	1.747437836903175	-0.7849548837005756
15.0	1	6	-0.6795160015106512	1.7711653749965213
15.0	1	7	-1.057527663873999	-2.914755574331066
15.0	1	8	0.5111659081328885	-3.6349791102163453
15.0	1	9	-0.9630142390905491	-0.7139753397223485
15.0	1	10	-3.0024117810740707	1.707082619297287
15.0	1	11	-2.583145659372697	0.5584443037837508
15.0	1	12	-1.8825669493920707	-2.4405974799756844
15.0	1	13	2.4100781736681607	-0.7954654911493961
15.0	1	14	-2.414131960487349	-0.747860933447179
15.0	1	15	-1.1850451576652279	4.776824508791111
15.0	1	16	-4.013589909788679	2.451790244684153
15.0	1	17	2.3536008836647966	1.5537646864445724
15.0	1	18	-3.323656740330145	-3.274177498469678
15.0	1	19	0.30417494303149095	2.898224411637449
15.0	1	20	-2.4726414509259103	1.2730394925958848
15.0	1	21	-0.12978357086996417	4.029451739781236
15.0	1	22	0.6583163208245748	2.327275317480437
15.0	1	23	-0.07565049491695448	-4.126839687907449
15.0	1	24	1.4477099736655927	-0.21099781109005702
15.0	1	25	1.9180284278708406	0.6560039876028485
15.0	1	26	-3.9242524010791797	-1.3855252862387935
15.0	1	27	-4.552568413605556	-0.8311129512679195
15.0	1	28	2.0588371961042413	3.165045684923169
15.0	2	1	-1.8469411692624447	1.004474435372992
15.0	2	2	-2.898438329977501	0.3320437986527046
15.0	2	3	1.4231189286669421	0.9087804098547202
15.0	2	4	0.14901570399749126	-2.1256129972959155
15.0	2	5	1.9943071334230447	-1.3154131436827172
15.0	2	6	-0.6647042075242109	4.521849559166608
15.0	2	7	3.1680051295823244	-2.255258024251425
15.0	2	8	-1.1013103084062867	-1.7161957503190992
15.0	2	9	-2.9577982445549655	-0.43502875969034843
15.0	2	10	2.9079453398106154	-1.2578251490266847
15.0	2	11	-0.429466871534672	-0.8973896065675028
15.0	2	12	0.5339191905185868	2.0544074486325963
16.0	1	1	0.8307603297600666	-1.613859701866626
16.0	1	2	1.8092564014358266	-3.0119213382547705
16.0	1	3	2.4871306786616625	1.6363166684877553
16.0	1	4	-0.33909920198072496	1.3191713039902082
16.0	1	5	1.5945948391532965	-4.054160205437534
16.0	1	6	-0.28357698749944205	2.3388400909574463
16.0	1	7	-2.317254242312005	-1.2654134957871208
16.0	1	8	1.3434289824394403	1.8423563634406592
16.0	1	9	-1.013034847428138	0.048278899262895685
16.0	1	10	-0.2447292613305335	-1.4263605572607936
16.0	1	11	4.329930736033268	-1.0931051287513205
16.0	1	12	-2.8503402920182324	0.4792623541889882
16.0	1	13	-3.1683312839884246	1.9763630268525898
16.0	1	14	-1.9604264192231258	0.5927978321897743
16.0	1	15	-4.090825833984706	-1.7830901625344693
16.0	1	16	-3.799959222826852	1.4985570763147835
16.0	1	17	0.0246068814198373	-0.07089489099081007
16.0	1	18	-4.203047310085521	2.409359370158395
16.0	1	19	-1.385777974022327	-3.191481409825474
16.0	1	20	-0.7679680415692841	1.8404838323794508
16.0	2	1	-3.192668581120138	2.301415181270946
16.0	2	2	1.779227060635236	-0.6430442090173719
16.0	2	3	-1.9211102142279746	1.9350951253379098
16.0	2	4	-1.1554387326150624	4.42552025542392
16.0	2	5	1.1464466328317187	1.663123056337183
16.0	2	6	2.4134527471460037	-1.0391046828691441
16.0	2	7	-0.46719935643409843	0.4076331774363327
16.0	2	8	0.9807754990766958	-3.5372050554527883
16.0	2	9	-2.2162481730395096	0.9300943882102877
16.0	2	10	-1.7164012163691371	-4.3564081361605895
16.0	2	11	-2.109488897780476	0.33104047024608274
16.0	2	12	0.12397119408211277	-0.6618374674379264
17.0	1	1	1.9990485836942464	-1.8843215839366503
17.0	1	2	0.38420679176451394	2.1649138350842976
17.0	1	3	-3.0022188230510984	1.5453114511045116
17.0	1	4	-0.9713044242675074	3.304965325853113
17.0	1	5	1.3765417888691727	0.8941675336055136
17.0	1	6	0.6759797506852486	0.28242483529026546
17.0	1	7	1.5304051512016426	-2.79358657866628
17.0	1	8	-4.484693844423402	0.0009103121943846404
17.0	1	9	-2.0295535714084063	-0.05368032360190306
17.0	1	10	4.40813855589571	0.5102859861442198
17.0	1	11	-0.3839286220747513	-1.793285456839346
17.0	1	12	-2.709147676198785	-3.1520680539765134
17.0	1	13	-0.030261721142597817	-0.12673129596688007
17.0	1	14	1.9868273976137636	2.614996891611727
17.0	1	15	-1.1266935247204604	2.2581870063743845
17.0	1	16	-0.4666817659766633	-3.396543330618365
17.0	1	17	-1.122576708074613	-0.39745787165231056
17.0	1	18	-0.996308335723487	-1.2425124052272754
17.0	1	19	1.5648845955829715	-0.9468283901132828
17.0	1	20	-0.6992432038593177	4.704212988898571
17.0	2	1	1.798481035130682	-2.076961974423574
17.0	2	2	2.2237953034102462	-1.6182560579087744
17.0	2	3	-1.14527740325374	-3.5516474412373604
17.0	2	4	4.275275309213464	1.1671802416543051
17.0	2	5	-0.8662462939611957	-1.18869415482184
17.0	2	6	0.9580707334123988	0.32955330783898656
18.0	1	1	-0.8595354884582563	-0.5131899485793482
18.0	1	2	-3.6021858949386947	-2.9899889743357155
18.0	1	3	1.6799331823217634	0.6029094586813795
18.0	1	4	-0.134296293068891	-0.16066699332606083
18.0	1	5	-0.18876482959819615	1.0546017092294822
18.0	1	6	-1.1194007350468955	-2.52312661146058
18.0	1	7	2.022212222524732	3.2943453135660197
18.0	2	1	-0.9061586479565328	2.0556926678661482
18.0	2	2	-0.3875245308025421	4.91318377992
18.0	2	3	-3.8478137313384813	0.9018508662991441
18.0	2	4	1.1654327885996427	-0.06219133994693415
18.0	2	5	-0.44649217605974045	0.010176949236841865
19.0	1	1	3.0472775900154687	2.542370617662881
19.0	1	2	-1.1098449096898582	-4.761396296380554
19.0	1	3	1.0918030062213264	3.4971914178656403
19.0	1	4	3.425883388497597	3.5201557025658663
19.0	1	5	-0.31367983091579044	-1.9396921826189535
19.0	1	6	-3.2803438191868146	-0.9721362203962893
19.0	1	7	-1.860675397923098	-2.9051965448886876
19.0	1	8	-0.6787910508135813	2.650016625446963
19.0	1	9	-2.3994125094522425	-3.878791630682726
19.0	1	10	0.25534887650814436	-0.09242087993963591
19.0	1	11	-3.283365517969633	1.400878667290173
19.0	1	12	0.7339291650467791	-4.5266577795982545
19.0	1	13	2.1583244379901507	3.3799614389571033
19.0	1	14	-1.073079151682522	4.600546674770667
19.0	1	15	1.44579656599421	0.17655857381288304
19.0	1	16	-2.2050407935797876	2.5992626709424447
19.0	1	17	-1.8790804492371849	-0.7519564439131148
19.0	1	18	0.28927341823900193	0.9979654954363221
19.0	1	19	0.8727732243546157	-0.24876314228106317
19.0	1	20	-2.1827151237878346	-1.7815088076611119
19.0	1	21	1.3008053844379297	-2.3685576690779704
19.0	1	22	3.8929232603424255	-1.2615684215428251
19.0	1	23	2.972376973831455	-1.2047048771914897
19.0	1	24	3.8940373507839054	-2.93014410186662
19.0	1	25	3.6667472891995305	1.2471624128340526
19.0	1	26	-0.4524686864336284	3.286280027680854
19.0	1	27	-0.6372426515639811	0.575004797795145
19.0	1	28	-2.533721826013789	1.7621887599097366
19.0	2	1	0.48357760375394687	-1.7208181936910474
19.0	2	2	-3.1908887987481087	-0.5297332490870477
19.0	2	3	-0.4905162595258172	-1.0151985943254695
19.0	2	4	-1.0340505925629706	0.1865037762997051
19.0	2	5	-0.28753825131884575	0.4530597193982609
19.0	2	6	3.6195193167925876	-2.922482994417844
19.0	2	7	-2.612285116252303	-3.303305693543709
20.0	1	1	1.1934483421992657	-0.10135857783740582
20.0	1	2	0.05422042138870382	-0.029057685966324336
20.0	1	3	0.7372034535143519	-1.89018368743483
20.0	1	4	0.5426410319121214	3.5453565476785225
20.0	1	5	-1.754004860385717	-1.2783906003823833
20.0	1	6	3.8556946154688427	-1.6977615057002595
20.0	1	7	-0.9853375470620942	3.0045551375422743
20.0	1	8	-1.3862458569005918	1.445858959380488
20.0	1	9	-0.6073953917306609	1.5710136131129697
20.0	1	10	1.3205541569598234	1.7719286092860445
20.0	1	11	1.3532114776740867	-2.1165107389208817
20.0	1	12	-3.91718187516938	1.9106834751364252
20.0	1	13	-1.5268018244646493	-2.921210401934656
20.0	1	14	3.582253743102163	-2.3799685027917086
20.0	1	15	-2.3570607702610924	1.6618975258175737
20.0	1	16	1.3542081055787978	0.6227882004090525
20.0	1	17	-2.868600438182236	3.714130956600684
