trial_nr	array_nr	stim_nr	x	y
15.0	1	3	-4.216492166233968	1.3634140850258833
15.0	1	4	-2.8550993227579498	2.667018037283711
15.0	1	5	0.6794762932210365	-1.7885161788850374
15.0	1	6	0.7491834217073288	-4.804320461528469
15.0	1	7	1.9518937421823719	2.8036820054841125
15.0	2	1	2.851317892390957	2.1218255466201623
15.0	2	2	0.7243086973035334	-0.930296993174469
15.0	2	3	1.0923661622531151	-0.44514579498747
15.0	2	4	-2.4140907685777497	-1.7082414318543497
15.0	2	5	3.291038020694346	2.8446811133814687
15.0	2	6	3.191080691267335	0.39426645620233586
15.0	2	7	-2.1784687057804986	4.0176414535922556
15.0	2	8	-3.169160613798789	-0.7300984097101052
15.0	2	9	-2.8065524028691033	-2.843817521005286
15.0	2	10	-0.3507108030008149	-3.663252017845585
15.0	2	11	-1.6374599441826174	-3.5144362260993254
16.0	1	1	-0.2582557122508011	0.38775818396428335
16.0	1	2	-0.6504106651007785	-1.0620109158092046
16.0	1	3	-2.7606944787005645	-0.6748844767687975
16.0	1	4	0.7562230806623532	3.8796225990543394
16.0	1	5	1.9192961079705575	-2.9885806104133343
16.0	1	6	-3.545211756890924	-2.4774362095940146
16.0	1	7	0.033908172949087614	-0.5771321924142532
16.0	1	8	-2.3652710062055693	-4.118530245644942
16.0	1	9	1.451453759812335	0.33974783267551223
16.0	1	10	-2.8387846512800103	3.7397719049031166
16.0	1	11	3.475227041670478	-0.16311217631563343
16.0	1	12	2.757268042818396	2.1670778064767227
16.0	1	13	-4.302279950003913	1.0853073850114068
16.0	1	14	-3.998901189308121	-0.3752300188017801
16.0	1	15	-2.776293535366106	2.9325607348059246
16.0	1	16	3.008478531159841	-0.7015883520615511
16.0	1	17	1.4711621710649607	-1.8626356916911802
16.0	1	18	-1.9769628347303432	1.1120461315434107
16.0	1	19	0.6340717661583357	-1.754162850608323
16.0	1	20	-2.7162026144832545	0.20965986589630345
16.0	2	1	-1.6175088126580903	-4.275323527824478
16.0	2	2	1.33249673523421	-2.8125372669141586
16.0	2	3	0.1738579269074713	0.8981395596211398
16.0	2	4	3.9065155397064304	-0.900497454668891
16.0	2	5	3.3682320726958053	1.7128064365674376
16.0	2	6	0.9108808037990666	4.172289809791391
16.0	2	7	-2.7687287043773727	-0.9169777519809511
16.0	2	8	-2.524475110903452	-1.6850763955706651
16.0	2	9	-3.4046771969659355	-1.8386031335832533
16.0	2	10	3.311835781335122	-1.0526274265942626
16.0	2	11	0.12517222369734657	0.10361918381933924
16.0	2	12	-0.6128458371489512	0.266810461857514
16.0	2	13	-1.1004514070071476	-2.546842906958467
16.0	2	14	-0.043327291158341864	-4.251635946727593
16.0	2	15	0.5086504146933564	2.05850692126928
16.0	2	16	0.5431644041514111	-2.001195054521457
16.0	2	17	4.10077626271958	-2.4542887414588512
16.0	2	18	-0.9503416105433417	-1.6011107148695762
16.0	2	19	2.21080958745757	-3.1216946605671128
16.0	2	20	-4.768497372663503	-0.24766802027525037
16.0	2	21	-3.6955188253880693	2.4860300017230044
16.0	2	22	-1.587558601423518	3.0481324692892575
16.0	2	23	2.7155135525280154	-1.7107223447956785
16.0	2	24	-1.55403842367268	-1.5237670920178674
16.0	2	25	-3.91256067984176	1.1350113639458155
16.0	2	26	-3.438439640643556	3.2634009894037206
16.0	2	27	0.44166699026602757	-0.519246478127193
16.0	2	28	-2.0628738129743724	2.390253941883782
16.0	2	29	-3.8041865880870698	-1.2879282820201479
16.0	2	30	1.5158739993278285	-0.3083292236370623
16.0	2	31	-0.3959679874962499	3.5159150334772575
16.0	2	32	-0.7969439964934983	2.2004166012278272
16.0	2	33	3.1614742065675134	-2.784164265038988
16.0	2	34	1.9571913795536964	-1.3549166597895412
16.0	2	35	3.6513536052619857	2.756695625645343
16.0	2	36	-1.8824262137650511	0.3839875318188365
16.0	2	37	1.453933438570885	1.4424769471920724
16.0	2	38	-1.5416172297241344	-0.7516563601929573
16.0	2	39	-0.3316549218657434	-0.8046332795957386
16.0	2	40	-0.7310623717309047	4.197280933754318
16.0	2	41	-1.4170995606615988	1.0836080908358134
16.0	2	42	-0.3291243336729569	-2.10872046662944
16.0	2	43	2.2425845264527	-4.112873331881052
16.0	2	44	-2.417580570536691	-2.751240101482971
16.0	2	45	-3.453303074958905	-3.3073864053342836
16.0	2	46	3.252592465209437	-2.0153624088949895
16.0	2	47	-1.817572991668038	-2.3481625998011655
17.0	1	1	1.4138322703314672	-4.120410189476215
17.0	1	2	0.6327201871818029	-1.399135121225761
17.0	1	3	-1.0218433102643711	0.15310337498880208
17.0	1	4	0.3314225107412951	0.2900566305736586
17.0	1	5	0.7374029718086359	1.3280230949062888
17.0	2	1	-0.003741471938427427	0.0040567067853333515
17.0	2	2	1.3955589403326771	-0.9744312714450898
17.0	2	3	-0.8200212561557744	-0.2977244017154864
18.0	1	1	-0.976839409721095	4.147771027452949
18.0	1	2	-2.9327741614224023	0.33433360460400235
18.0	1	3	2.5306043176905213	1.213385034087534
18.0	1	4	1.683710409061736	1.0489559057710713
18.0	1	5	2.8745394250537672	0.5434087532439117
18.0	1	6	2.3253543757025557	-3.364553075241186
18.0	1	7	0.056666460250816716	-0.04789562520004579
18.0	1	8	0.37081936488659334	0.9615176253720665
18.0	1	9	0.8271032421569237	0.4209335771620577
18.0	1	10	1.559401857876773	0.3544362793879211
18.0	2	1	-0.5471314427510419	-1.7237539080890971
18.0	2	2	3.4078936371447672	0.32414337511068836
18.0	2	3	2.771897043333189	-3.287814148403908
18.0	2	4	-0.6030322360253755	-0.25801323569331275
18.0	2	5	-3.4467483897959568	1.9931980426993365
18.0	2	6	-1.1368891218956236	0.6873269672607474
18.0	2	7	1.0602327605484423	-3.9447407311195533
18.0	2	8	3.054670186158463	2.8519543317804192
18.0	2	9	1.619921387405764	-2.5577096561593144
18.0	2	10	-1.8921072622918937	-4.559609306984618
18.0	2	11	-0.5457733644806184	0.4240784399167387
18.0	2	12	-0.3267606930210788	-2.637533360822497
18.0	2	13	1.9688106798691853	2.8290793730601203
18.0	2	14	1.7802385564044068	1.0706191204862427
18.0	2	15	-2.951774478173669	0.19194500028634595
18.0	2	16	1.3094689995978301	3.542627723505105
